review_item_id,query_bundle_id,blind_label,query_text_zh,response_text,response_summary,unsupported_notice,response_json,recommendation_count
blind_017_D,bundle_017,D,我想去San Diego，要求离景点步行 10 分钟以内，同时安静睡眠也要好。,"Summary: 推荐安静睡眠好的酒店，但无法验证景点步行距离。
Recommendations:
1. Ocean Park Inn - 房间非常安静，适合睡眠。 | 房间安静且舒适。
2. Courtyard by Marriott San Diego Old Town - 可在此享受平静环境。
Unsupported notice: 无法验证景点步行 10 分钟以内的距离要求。",推荐安静睡眠好的酒店，但无法验证景点步行距离。,无法验证景点步行 10 分钟以内的距离要求。,"{""recommendations"": [{""hotel_id"": ""4ba7bdc9b246"", ""hotel_name"": ""Ocean Park Inn"", ""reasons"": [{""aspect"": ""quiet_sleep"", ""reason_text"": ""房间非常安静，适合睡眠。"", ""sentence_id"": ""1b1fece8ca00ba29_s009""}, {""aspect"": ""quiet_sleep"", ""reason_text"": ""房间安静且舒适。"", ""sentence_id"": ""5d5c08b0a60f6481_s004""}]}, {""hotel_id"": ""62fa571ddd54"", ""hotel_name"": ""Courtyard by Marriott San Diego Old Town"", ""reasons"": [{""aspect"": ""quiet_sleep"", ""reason_text"": ""可在此享受平静环境。"", ""sentence_id"": ""ee65b5c457d6a3a3_s002""}]}], ""summary"": ""推荐安静睡眠好的酒店，但无法验证景点步行距离。"", ""unsupported_notice"": ""无法验证景点步行 10 分钟以内的距离要求。""}",2
blind_017_C,bundle_017,C,我想去San Diego，要求离景点步行 10 分钟以内，同时安静睡眠也要好。,"Summary: 推荐San Diego安静睡眠好的酒店，但缺乏景点步行证据。
Recommendations:
1. Ocean Park Inn - 房间非常安静，适合好睡眠。 | 房间安静舒适，睡眠体验佳。
Unsupported notice: 用户要求的景点步行10分钟内，当前证据无法验证。",推荐San Diego安静睡眠好的酒店，但缺乏景点步行证据。,用户要求的景点步行10分钟内，当前证据无法验证。,"{""recommendations"": [{""hotel_id"": ""4ba7bdc9b246"", ""hotel_name"": ""Ocean Park Inn"", ""reasons"": [{""aspect"": ""quiet_sleep"", ""reason_text"": ""房间非常安静，适合好睡眠。"", ""sentence_id"": ""1b1fece8ca00ba29_s009""}, {""aspect"": ""quiet_sleep"", ""reason_text"": ""房间安静舒适，睡眠体验佳。"", ""sentence_id"": ""5d5c08b0a60f6481_s004""}]}], ""summary"": ""推荐San Diego安静睡眠好的酒店，但缺乏景点步行证据。"", ""unsupported_notice"": ""用户要求的景点步行10分钟内，当前证据无法验证。""}",1
blind_017_B,bundle_017,B,我想去San Diego，要求离景点步行 10 分钟以内，同时安静睡眠也要好。,"Summary: 推荐 San Diego 安静睡眠好的酒店，但缺乏景点步行证据。
Recommendations:
1. Ocean Park Inn - 房间安静舒适，适合好眠。 | 部分房间安静，但靠近海滩可能有噪音。
2. Courtyard by Marriott San Diego Old Town - 商务后休息安静，交通便捷。
Unsupported notice: 证据中无景点步行 10 分钟内的支持。",推荐 San Diego 安静睡眠好的酒店，但缺乏景点步行证据。,证据中无景点步行 10 分钟内的支持。,"{""recommendations"": [{""hotel_id"": ""4ba7bdc9b246"", ""hotel_name"": ""Ocean Park Inn"", ""reasons"": [{""aspect"": ""quiet_sleep"", ""reason_text"": ""房间安静舒适，适合好眠。"", ""sentence_id"": ""1b1fece8ca00ba29_s009""}, {""aspect"": ""quiet_sleep"", ""reason_text"": ""部分房间安静，但靠近海滩可能有噪音。"", ""sentence_id"": ""5d5c08b0a60f6481_s004""}]}, {""hotel_id"": ""62fa571ddd54"", ""hotel_name"": ""Courtyard by Marriott San Diego Old Town"", ""reasons"": [{""aspect"": ""quiet_sleep"", ""reason_text"": ""商务后休息安静，交通便捷。"", ""sentence_id"": ""ee65b5c457d6a3a3_s002""}]}], ""summary"": ""推荐 San Diego 安静睡眠好的酒店，但缺乏景点步行证据。"", ""unsupported_notice"": ""证据中无景点步行 10 分钟内的支持。""}",2
blind_018_B,bundle_018,B,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐两家西雅图酒店，满足位置交通需求。
Recommendations:
1. Hotel Sorrento - 位置极佳，是最佳西雅图酒店体验。 | 地理位置优越，性价比高。
2. Four Points By Sheraton Downtown Seattle Center - 步行或搭乘交通即可，性价比高。 | 适合商务或度假，设施齐全。
Unsupported notice: 用户预算500元的要求无法从当前证据中验证，故未作为推荐依据。",推荐两家西雅图酒店，满足位置交通需求。,用户预算500元的要求无法从当前证据中验证，故未作为推荐依据。,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，是最佳西雅图酒店体验。"", ""sentence_id"": ""2b6adb981b20c299_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""地理位置优越，性价比高。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""步行或搭乘交通即可，性价比高。"", ""sentence_id"": ""d3b2a0d117a5cdc5_s006""}, {""aspect"": ""location_transport"", ""reason_text"": ""适合商务或度假，设施齐全。"", ""sentence_id"": ""6b37d1f2b85f4422_s000""}]}], ""summary"": ""推荐两家西雅图酒店，满足位置交通需求。"", ""unsupported_notice"": ""用户预算500元的要求无法从当前证据中验证，故未作为推荐依据。""}",2
blind_018_D,bundle_018,D,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐两家西雅图交通便利的酒店，但预算限制无法验证。
Recommendations:
1. Hotel Sorrento - 位于市中心，步行可达I-5高速，位置极佳。 | 位于绝佳位置，适合探索。
2. Four Points By Sheraton Downtown Seattle Center - 位于皇后区，步行可达西雅图中心或市中心。 | 距离西雅图中心仅几步之遥。
Unsupported notice: 用户要求的500元预算限制在当前证据中无法验证。",推荐两家西雅图交通便利的酒店，但预算限制无法验证。,用户要求的500元预算限制在当前证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位于市中心，步行可达I-5高速，位置极佳。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""位于绝佳位置，适合探索。"", ""sentence_id"": ""bfe89232e86be197_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位于皇后区，步行可达西雅图中心或市中心。"", ""sentence_id"": ""ab10bfa8445749fa_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""距离西雅图中心仅几步之遥。"", ""sentence_id"": ""06e98a924068cb93_s000""}]}], ""summary"": ""推荐两家西雅图交通便利的酒店，但预算限制无法验证。"", ""unsupported_notice"": ""用户要求的500元预算限制在当前证据中无法验证。""}",2
blind_018_C,bundle_018,C,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐Seattle交通位置优良且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 位置极佳，性价比高。 | 位于绝佳位置，体验完美。
2. Four Points By Sheraton Downtown Seattle Center - 步行或交通便捷，物超所值。 | 满足商务或度假所需。
Unsupported notice: 用户要求的500元预算在现有证据中无法验证。",推荐Seattle交通位置优良且性价比高的酒店。,用户要求的500元预算在现有证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，性价比高。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""位于绝佳位置，体验完美。"", ""sentence_id"": ""2b6adb981b20c299_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""步行或交通便捷，物超所值。"", ""sentence_id"": ""d3b2a0d117a5cdc5_s006""}, {""aspect"": ""location_transport"", ""reason_text"": ""满足商务或度假所需。"", ""sentence_id"": ""6b37d1f2b85f4422_s000""}]}], ""summary"": ""推荐Seattle交通位置优良且性价比高的酒店。"", ""unsupported_notice"": ""用户要求的500元预算在现有证据中无法验证。""}",2
blind_018_A,bundle_018,A,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐Seattle交通位置优良且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 位置极佳，步行即可到达主要交通干道。 | 市中心位置优越，适合探索城市。
2. Four Points By Sheraton Downtown Seattle Center - 步行即可到达Seattle Center和市中心。 | 位于Queen Anne区，交通出行便利。
Unsupported notice: 用户要求的500元预算在现有证据中无法验证，故未包含在推荐理由中。",推荐Seattle交通位置优良且性价比高的酒店。,用户要求的500元预算在现有证据中无法验证，故未包含在推荐理由中。,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，步行即可到达主要交通干道。"", ""sentence_id"": ""ec1e4396484d5f98_s020""}, {""aspect"": ""location_transport"", ""reason_text"": ""市中心位置优越，适合探索城市。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""步行即可到达Seattle Center和市中心。"", ""sentence_id"": ""ab10bfa8445749fa_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""位于Queen Anne区，交通出行便利。"", ""sentence_id"": ""06e98a924068cb93_s000""}]}], ""summary"": ""推荐Seattle交通位置优良且性价比高的酒店。"", ""unsupported_notice"": ""用户要求的500元预算在现有证据中无法验证，故未包含在推荐理由中。""}",2
blind_019_C,bundle_019,C,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家达拉斯酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 酒店整体体验很好。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且干净。 | 价格合理。",推荐两家达拉斯酒店，兼顾设施、性价比与卫生。,,"{""recommendations"": [{""hotel_id"": ""85a18ed72b1c"", ""hotel_name"": ""Residence Inn by Marriott Dallas Market Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净且用户友好。"", ""sentence_id"": ""359df474d75da2a1_s008""}, {""aspect"": ""value"", ""reason_text"": ""酒店整体体验很好。"", ""sentence_id"": ""1ba6f1bee9ad83ab_s031""}]}, {""hotel_id"": ""d30be52b2a2a"", ""hotel_name"": ""Residence Inn by Marriott Dallas Central Expressway"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间舒适且干净。"", ""sentence_id"": ""e2c6fdca4d0b4650_s001""}, {""aspect"": ""value"", ""reason_text"": ""价格合理。"", ""sentence_id"": ""f5b07d7fd5826db0_s008""}]}], ""summary"": ""推荐两家达拉斯酒店，兼顾设施、性价比与卫生。"", ""unsupported_notice"": """"}",2
blind_019_D,bundle_019,D,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Dallas酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 房间装饰精美且设施齐全。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且保持清洁。 | 价格合理，是不错的过夜选择。",推荐两家Dallas酒店，兼顾设施、性价比与卫生。,,"{""recommendations"": [{""hotel_id"": ""85a18ed72b1c"", ""hotel_name"": ""Residence Inn by Marriott Dallas Market Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净且用户友好。"", ""sentence_id"": ""359df474d75da2a1_s008""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间装饰精美且设施齐全。"", ""sentence_id"": ""9a164e5741f44370_s000""}]}, {""hotel_id"": ""d30be52b2a2a"", ""hotel_name"": ""Residence Inn by Marriott Dallas Central Expressway"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间舒适且保持清洁。"", ""sentence_id"": ""e2c6fdca4d0b4650_s001""}, {""aspect"": ""value"", ""reason_text"": ""价格合理，是不错的过夜选择。"", ""sentence_id"": ""f5b07d7fd5826db0_s008""}]}], ""summary"": ""推荐两家Dallas酒店，兼顾设施、性价比与卫生。"", ""unsupported_notice"": """"}",2
blind_019_A,bundle_019,A,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 房间设施充足。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且干净。 | 价格合理。",推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。,,"{""recommendations"": [{""hotel_id"": ""85a18ed72b1c"", ""hotel_name"": ""Residence Inn by Marriott Dallas Market Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净且用户友好。"", ""sentence_id"": ""359df474d75da2a1_s008""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间设施充足。"", ""sentence_id"": ""359df474d75da2a1_s010""}]}, {""hotel_id"": ""d30be52b2a2a"", ""hotel_name"": ""Residence Inn by Marriott Dallas Central Expressway"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间舒适且干净。"", ""sentence_id"": ""e2c6fdca4d0b4650_s001""}, {""aspect"": ""value"", ""reason_text"": ""价格合理。"", ""sentence_id"": ""f5b07d7fd5826db0_s008""}]}], ""summary"": ""推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。"", ""unsupported_notice"": """"}",2
blind_019_B,bundle_019,B,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净舒适，床铺整洁。 | 房间装饰精美，设施齐全。
2. Residence Inn by Marriott Dallas Central Expressway - 房间干净，维护良好。 | 价格合理，适合过夜。",推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。,,"{""recommendations"": [{""hotel_id"": ""85a18ed72b1c"", ""hotel_name"": ""Residence Inn by Marriott Dallas Market Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净舒适，床铺整洁。"", ""sentence_id"": ""39e05ab75911b052_s001""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间装饰精美，设施齐全。"", ""sentence_id"": ""9a164e5741f44370_s000""}]}, {""hotel_id"": ""d30be52b2a2a"", ""hotel_name"": ""Residence Inn by Marriott Dallas Central Expressway"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净，维护良好。"", ""sentence_id"": ""e2c6fdca4d0b4650_s001""}, {""aspect"": ""value"", ""reason_text"": ""价格合理，适合过夜。"", ""sentence_id"": ""f5b07d7fd5826db0_s008""}]}], ""summary"": ""推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。"", ""unsupported_notice"": """"}",2
blind_020_C,bundle_020,C,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Seattle酒店，设施、性价比与卫生均获好评。
Recommendations:
1. Hotel Sorrento - 用户评价这是最佳西雅图酒店体验。 | 酒店位置极佳且价格优秀。
2. Four Points By Sheraton Downtown Seattle Center - 房间干净且浴室整洁。 | 若接受步行或换乘，该酒店性价比高。",推荐两家Seattle酒店，设施、性价比与卫生均获好评。,,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""用户评价这是最佳西雅图酒店体验。"", ""sentence_id"": ""2b6adb981b20c299_s000""}, {""aspect"": ""value"", ""reason_text"": ""酒店位置极佳且价格优秀。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净且浴室整洁。"", ""sentence_id"": ""78371cf68e74a5b6_s000""}, {""aspect"": ""value"", ""reason_text"": ""若接受步行或换乘，该酒店性价比高。"", ""sentence_id"": ""d3b2a0d117a5cdc5_s006""}]}], ""summary"": ""推荐两家Seattle酒店，设施、性价比与卫生均获好评。"", ""unsupported_notice"": """"}",2
blind_020_A,bundle_020,A,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Seattle酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Hotel Sorrento - 房间干净、宽敞且无霉味。 | 价格实惠，值得再次入住。
2. Four Points By Sheraton Downtown Seattle Center - 房间整洁舒适，尺寸适宜。 | 价格低廉，位置优越。",推荐两家Seattle酒店，兼顾设施、性价比与卫生。,,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间干净、宽敞且无霉味。"", ""sentence_id"": ""e4ef84bc184f5625_s003""}, {""aspect"": ""value"", ""reason_text"": ""价格实惠，值得再次入住。"", ""sentence_id"": ""b28ce0d152c11807_s006""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间整洁舒适，尺寸适宜。"", ""sentence_id"": ""06e98a924068cb93_s003""}, {""aspect"": ""value"", ""reason_text"": ""价格低廉，位置优越。"", ""sentence_id"": ""3d6107babb5d5335_s006""}]}], ""summary"": ""推荐两家Seattle酒店，兼顾设施、性价比与卫生。"", ""unsupported_notice"": """"}",2
blind_020_B,bundle_020,B,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Seattle设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Hotel Sorrento - 房间舒适且整体体验极佳。 | 位置优越且价格合理。
2. Four Points By Sheraton Downtown Seattle Center - 房间宽敞干净且床铺舒适。 | 房间空间大且设施舒适。",推荐Seattle设施舒适、卫生干净且性价比均衡的酒店。,,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间舒适且整体体验极佳。"", ""sentence_id"": ""70104a60ccc20263_s002""}, {""aspect"": ""value"", ""reason_text"": ""位置优越且价格合理。"", ""sentence_id"": ""c9e7e8769ff06792_s000""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间宽敞干净且床铺舒适。"", ""sentence_id"": ""06e98a924068cb93_s003""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间空间大且设施舒适。"", ""sentence_id"": ""773410cb8381abf1_s029""}]}], ""summary"": ""推荐Seattle设施舒适、卫生干净且性价比均衡的酒店。"", ""unsupported_notice"": """"}",2
blind_020_D,bundle_020,D,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Seattle设施舒适、卫生干净且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 房间更新且干净，无陈旧霉味。 | 价格实惠，值得再次入住。
2. Four Points By Sheraton Downtown Seattle Center - 房间宽敞干净，床铺舒适。 | 位置优越且价格低廉。",推荐Seattle设施舒适、卫生干净且性价比高的酒店。,,"{""recommendations"": [{""hotel_id"": ""75fef46b9663"", ""hotel_name"": ""Hotel Sorrento"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间更新且干净，无陈旧霉味。"", ""sentence_id"": ""e4ef84bc184f5625_s003""}, {""aspect"": ""value"", ""reason_text"": ""价格实惠，值得再次入住。"", ""sentence_id"": ""b28ce0d152c11807_s006""}]}, {""hotel_id"": ""5ac72eb101c1"", ""hotel_name"": ""Four Points By Sheraton Downtown Seattle Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间宽敞干净，床铺舒适。"", ""sentence_id"": ""06e98a924068cb93_s003""}, {""aspect"": ""value"", ""reason_text"": ""位置优越且价格低廉。"", ""sentence_id"": ""3d6107babb5d5335_s006""}]}], ""summary"": ""推荐Seattle设施舒适、卫生干净且性价比高的酒店。"", ""unsupported_notice"": """"}",2
